Data;� vista R$;� vista US$;;;;;;;
02/01/2015;268,04;99,57;;;;;;;
05/01/2015;271,54;99,98;;;;;;;
06/01/2015;276,94;102,65;;;;;;;
07/01/2015;281,66;104,05;;;;;;;
08/01/2015;282,59;105,92;;;;;;;
09/01/2015;284,30;107,73;;;;;;;
12/01/2015;287,86;107,89;;;;;;;
13/01/2015;286,23;108,71;;;;;;;
14/01/2015;290,52;110,88;;;;;;;
15/01/2015;287,13;109,01;;;;;;;
16/01/2015;285,91;109,08;;;;;;;
19/01/2015;286,05;107,95;;;;;;;
20/01/2015;281,89;107,75;;;;;;;
21/01/2015;283,89;108,94;;;;;;;
22/01/2015;280,51;108,89;;;;;;;
23/01/2015;282,47;109,40;;;;;;;
26/01/2015;283,84;109,72;;;;;;;
27/01/2015;286,58;111,47;;;;;;;
28/01/2015;287,86;111,79;;;;;;;
29/01/2015;284,24;108,99;;;;;;;
30/01/2015;288,96;107,62;;;;;;;
02/02/2015;290,07;106,92;;;;;;;
03/02/2015;289,22;107,36;;;;;;;
04/02/2015;297,61;108,34;;;;;;;
05/02/2015;296,68;108,20;;;;;;;
06/02/2015;298,85;107,81;;;;;;;
09/02/2015;299,22;107,63;;;;;;;
10/02/2015;304,24;107,47;;;;;;;
11/02/2015;305,91;106,59;;;;;;;
12/02/2015;309,25;109,24;;;;;;;
13/02/2015;310,16;109,41;;;;;;;
18/02/2015;305,51;107,42;;;;;;;
19/02/2015;303,31;105,87;;;;;;;
20/02/2015;306,31;106,66;;;;;;;
23/02/2015;304,09;105,81;;;;;;;
24/02/2015;297,12;104,84;;;;;;;
25/02/2015;292,54;101,96;;;;;;;
26/02/2015;291,44;101,27;;;;;;;
27/02/2015;290,92;101,86;;;;;;;
02/03/2015;293,16;101,33;;;;;;;
03/03/2015;295,51;101,24;;;;;;;
04/03/2015;293,02;98,36;;;;;;;
05/03/2015;296,04;98,39;;;;;;;
06/03/2015;300,46;98,51;;;;;;;
09/03/2015;308,47;98,77;;;;;;;
10/03/2015;308,99;99,39;;;;;;;
11/03/2015;306,14;97,96;;;;;;;
12/03/2015;301,39;95,56;;;;;;;
13/03/2015;298,74;91,64;;;;;;;
16/03/2015;298,65;92,01;;;;;;;
17/03/2015;306,18;94,33;;;;;;;
18/03/2015;306,54;95,35;;;;;;;
19/03/2015;309,62;93,97;;;;;;;
20/03/2015;307,47;94,99;;;;;;;
23/03/2015;304,90;96,76;;;;;;;
24/03/2015;305,35;97,71;;;;;;;
25/03/2015;307,26;96,11;;;;;;;
26/03/2015;310,63;97,44;;;;;;;
27/03/2015;308,90;95,46;;;;;;;
30/03/2015;305,55;94,92;;;;;;;
31/03/2015;302,75;94,61;;;;;;;
01/04/2015;302,20;95,24;;;;;;;
02/04/2015;303,30;96,99;;;;;;;
06/04/2015;301,18;96,38;;;;;;;
07/04/2015;305,64;97,87;;;;;;;
08/04/2015;299,37;97,99;;;;;;;
09/04/2015;296,15;96,53;;;;;;;
10/04/2015;296,94;96,19;;;;;;;
13/04/2015;293,78;94,16;;;;;;;
14/04/2015;294,48;96,17;;;;;;;
15/04/2015;293,57;96,57;;;;;;;
16/04/2015;294,59;97,87;;;;;;;
17/04/2015;297,16;97,62;;;;;;;
20/04/2015;295,72;97,79;;;;;;;
22/04/2015;295,84;98,22;;;;;;;
23/04/2015;295,91;99,37;;;;;;;
24/04/2015;294,11;99,46;;;;;;;
27/04/2015;289,65;99,23;;;;;;;
28/04/2015;287,34;97,73;;;;;;;
29/04/2015;286,57;97,01;;;;;;;
30/04/2015;294,19;97,74;;;;;;;
04/05/2015;293,17;94,97;;;;;;;
05/05/2015;292,87;95,30;;;;;;;
06/05/2015;288,94;94,92;;;;;;;
07/05/2015;285,52;94,42;;;;;;;
08/05/2015;290,93;97,56;;;;;;;
11/05/2015;289,64;95,00;;;;;;;
12/05/2015;291,64;96,44;;;;;;;
13/05/2015;291,56;95,94;;;;;;;
14/05/2015;291,10;97,16;;;;;;;
15/05/2015;289,23;96,54;;;;;;;
18/05/2015;292,72;96,96;;;;;;;
19/05/2015;291,72;95,99;;;;;;;
20/05/2015;293,97;97,83;;;;;;;
21/05/2015;290,73;95,60;;;;;;;
22/05/2015;290,77;94,16;;;;;;;
25/05/2015;285,73;92,20;;;;;;;
26/05/2015;286,73;90,97;;;;;;;
27/05/2015;289,57;92,07;;;;;;;
28/05/2015;290,80;92,00;;;;;;;
29/05/2015;289,18;90,80;;;;;;;
01/06/2015;293,21;92,32;;;;;;;
02/06/2015;295,64;94,33;;;;;;;
03/06/2015;299,36;95,58;;;;;;;
05/06/2015;293,04;93,03;;;;;;;
08/06/2015;299,66;96,29;;;;;;;
09/06/2015;301,32;97,26;;;;;;;
10/06/2015;299,01;95,96;;;;;;;
11/06/2015;294,13;94,73;;;;;;;
12/06/2015;302,45;97,10;;;;;;;
15/06/2015;299,89;95,84;;;;;;;
16/06/2015;295,46;95,56;;;;;;;
17/06/2015;300,80;98,27;;;;;;;
18/06/2015;301,02;98,53;;;;;;;
19/06/2015;301,43;97,20;;;;;;;
22/06/2015;303,08;98,37;;;;;;;
23/06/2015;304,32;98,71;;;;;;;
24/06/2015;308,23;99,59;;;;;;;
25/06/2015;306,56;98,26;;;;;;;
26/06/2015;309,07;98,81;;;;;;;
29/06/2015;306,36;98,38;;;;;;;
30/06/2015;307,58;98,93;;;;;;;
01/07/2015;304,94;96,99;;;;;;;
02/07/2015;306,63;98,98;;;;;;;
03/07/2015;301,18;96,04;;;;;;;
06/07/2015;304,30;96,63;;;;;;;
07/07/2015;302,45;95,02;;;;;;;
08/07/2015;309,22;95,79;;;;;;;
09/07/2015;309,44;96,28;;;;;;;
10/07/2015;307,99;97,28;;;;;;;
13/07/2015;309,24;98,70;;;;;;;
14/07/2015;307,79;98,08;;;;;;;
15/07/2015;306,39;97,80;;;;;;;
16/07/2015;303,90;96,38;;;;;;;
17/07/2015;300,83;94,25;;;;;;;
20/07/2015;302,76;94,64;;;;;;;
21/07/2015;305,53;96,44;;;;;;;
22/07/2015;304,09;94,23;;;;;;;
23/07/2015;307,81;93,53;;;;;;;
24/07/2015;310,62;92,75;;;;;;;
27/07/2015;311,54;92,69;;;;;;;
28/07/2015;313,31;92,97;;;;;;;
29/07/2015;310,91;93,37;;;;;;;
30/07/2015;313,01;92,61;;;;;;;
31/07/2015;313,62;91,78;;;;;;;
03/08/2015;316,24;91,64;;;;;;;
04/08/2015;318,46;92,04;;;;;;;
05/08/2015;318,78;91,37;;;;;;;
06/08/2015;323,02;91,35;;;;;;;
07/08/2015;323,77;92,24;;;;;;;
10/08/2015;323,48;93,76;;;;;;;
11/08/2015;329,92;94,26;;;;;;;
12/08/2015;329,92;95,00;;;;;;;
13/08/2015;329,28;93,87;;;;;;;
14/08/2015;330,75;94,91;;;;;;;
17/08/2015;329,83;94,64;;;;;;;
18/08/2015;330,67;95,38;;;;;;;
19/08/2015;330,76;95,02;;;;;;;
20/08/2015;328,51;95,17;;;;;;;
21/08/2015;325,60;93,21;;;;;;;
24/08/2015;321,86;90,43;;;;;;;
25/08/2015;322,33;89,73;;;;;;;
26/08/2015;322,08;89,39;;;;;;;
27/08/2015;326,51;91,64;;;;;;;
28/08/2015;328,22;91,60;;;;;;;
31/08/2015;329,35;90,66;;;;;;;
01/09/2015;329,76;89,34;;;;;;;
02/09/2015;329,14;87,70;;;;;;;
03/09/2015;334,59;89,13;;;;;;;
04/09/2015;335,51;87,14;;;;;;;
08/09/2015;329,68;86,35;;;;;;;
09/09/2015;337,40;88,84;;;;;;;
10/09/2015;336,04;87,01;;;;;;;
11/09/2015;336,34;86,71;;;;;;;
14/09/2015;336,95;88,23;;;;;;;
15/09/2015;338,76;87,85;;;;;;;
16/09/2015;339,74;88,64;;;;;;;
17/09/2015;340,31;88,12;;;;;;;
18/09/2015;336,33;85,15;;;;;;;
21/09/2015;341,82;85,95;;;;;;;
22/09/2015;342,92;84,67;;;;;;;
23/09/2015;347,05;83,93;;;;;;;
24/09/2015;351,83;86,96;;;;;;;
25/09/2015;352,85;88,90;;;;;;;
28/09/2015;352,20;86,32;;;;;;;
29/09/2015;355,02;87,38;;;;;;;
30/09/2015;352,91;88,80;;;;;;;
01/10/2015;354,47;88,84;;;;;;;
02/10/2015;356,65;90,45;;;;;;;
05/10/2015;357,77;91,69;;;;;;;
06/10/2015;356,73;92,80;;;;;;;
07/10/2015;355,05;91,60;;;;;;;
08/10/2015;356,73;93,63;;;;;;;
09/10/2015;359,65;95,88;;;;;;;
13/10/2015;358,44;92,57;;;;;;;
14/10/2015;362,23;94,85;;;;;;;
15/10/2015;363,47;95,65;;;;;;;
16/10/2015;362,63;94,44;;;;;;;
19/10/2015;366,14;94,15;;;;;;;
20/10/2015;365,06;93,46;;;;;;;
21/10/2015;367,46;93,14;;;;;;;
22/10/2015;370,09;94,27;;;;;;;
23/10/2015;370,92;95,50;;;;;;;
26/10/2015;371,12;94,87;;;;;;;
27/10/2015;371,56;95,32;;;;;;;
28/10/2015;369,91;94,29;;;;;;;
29/10/2015;372,84;96,64;;;;;;;
30/10/2015;373,88;96,76;;;;;;;
03/11/2015;374,18;99,43;;;;;;;
04/11/2015;374,64;98,59;;;;;;;
05/11/2015;375,13;99,27;;;;;;;
06/11/2015;375,17;99,25;;;;;;;
09/11/2015;373,89;98,37;;;;;;;
10/11/2015;374,72;98,82;;;;;;;
11/11/2015;375,55;99,59;;;;;;;
12/11/2015;375,54;99,83;;;;;;;
13/11/2015;375,17;97,96;;;;;;;
16/11/2015;375,97;98,58;;;;;;;
17/11/2015;376,00;98,38;;;;;;;
18/11/2015;374,46;99,14;;;;;;;
19/11/2015;374,64;100,14;;;;;;;
20/11/2015;374,72;101,36;;;;;;;
23/11/2015;374,10;100,24;;;;;;;
24/11/2015;374,56;101,31;;;;;;;
25/11/2015;376,26;100,31;;;;;;;
26/11/2015;377,63;100,70;;;;;;;
27/11/2015;377,40;99,16;;;;;;;
30/11/2015;375,88;96,75;;;;;;;
01/12/2015;375,47;97,20;;;;;;;
02/12/2015;377,36;98,14;;;;;;;
03/12/2015;378,27;100,87;;;;;;;
04/12/2015;379,02;101,56;;;;;;;
07/12/2015;378,69;100,56;;;;;;;
08/12/2015;379,96;99,70;;;;;;;
09/12/2015;380,46;101,65;;;;;;;
10/12/2015;380,69;100,02;;;;;;;
11/12/2015;379,96;98,28;;;;;;;
14/12/2015;379,08;97,47;;;;;;;
15/12/2015;377,86;97,36;;;;;;;
16/12/2015;379,24;96,69;;;;;;;
17/12/2015;379,97;97,63;;;;;;;
18/12/2015;379,10;96,05;;;;;;;
21/12/2015;378,80;94,37;;;;;;;
22/12/2015;380,80;95,37;;;;;;;
23/12/2015;381,56;96,55;;;;;;;
28/12/2015;376,78;97,43;;;;;;;
29/12/2015;378,13;97,46;;;;;;;
30/12/2015;378,44;95,59;;;;;;;
04/01/2016;386,17;95,40;;;;;;;
05/01/2016;385,40;96,54;;;;;;;
06/01/2016;385,58;95,96;;;;;;;
07/01/2016;382,68;94,63;;;;;;;
08/01/2016;387,01;95,94;;;;;;;
11/01/2016;383,28;94,66;;;;;;;
12/01/2016;382,89;94,78;;;;;;;
13/01/2016;389,55;97,36;;;;;;;
14/01/2016;385,07;96,41;;;;;;;
15/01/2016;386,20;95,36;;;;;;;
18/01/2016;384,96;95,50;;;;;;;
19/01/2016;387,04;95,59;;;;;;;
20/01/2016;389,30;94,58;;;;;;;
21/01/2016;390,61;94,06;;;;;;;
22/01/2016;395,62;96,33;;;;;;;
25/01/2016;394,54;96,10;;;;;;;
26/01/2016;396,33;97,50;;;;;;;
27/01/2016;398,20;97,53;;;;;;;
28/01/2016;397,48;97,61;;;;;;;
29/01/2016;397,50;98,76;;;;;;;
01/02/2016;395,70;99,67;;;;;;;
02/02/2016;397,24;99,76;;;;;;;
03/02/2016;395,58;100,86;;;;;;;
04/02/2016;400,37;102,90;;;;;;;
05/02/2016;401,58;102,63;;;;;;;
10/02/2016;395,03;100,39;;;;;;;
11/02/2016;399,97;100,57;;;;;;;
12/02/2016;402,88;100,85;;;;;;;
15/02/2016;401,52;100,58;;;;;;;
16/02/2016;400,69;98,59;;;;;;;
17/02/2016;394,99;99,37;;;;;;;
18/02/2016;399,44;98,92;;;;;;;
19/02/2016;398,65;98,70;;;;;;;
22/02/2016;394,94;100,16;;;;;;;
23/02/2016;393,19;99,29;;;;;;;
24/02/2016;383,35;96,95;;;;;;;
25/02/2016;374,45;95,01;;;;;;;
26/02/2016;375,16;93,91;;;;;;;
29/02/2016;373,88;93,56;;;;;;;
01/03/2016;372,45;94,43;;;;;;;
02/03/2016;370,97;95,32;;;;;;;
03/03/2016;368,36;96,58;;;;;;;
04/03/2016;358,37;95,08;;;;;;;
07/03/2016;356,02;93,99;;;;;;;
08/03/2016;357,27;95,19;;;;;;;
09/03/2016;354,57;95,83;;;;;;;
10/03/2016;356,39;97,86;;;;;;;
11/03/2016;358,32;99,45;;;;;;;
14/03/2016;357,27;98,02;;;;;;;
15/03/2016;356,65;94,95;;;;;;;
16/03/2016;357,63;95,39;;;;;;;
17/03/2016;361,42;99,16;;;;;;;
18/03/2016;363,32;101,20;;;;;;;
21/03/2016;361,37;100,08;;;;;;;
22/03/2016;366,98;102,19;;;;;;;
23/03/2016;368,61;100,33;;;;;;;
24/03/2016;367,17;99,50;;;;;;;
28/03/2016;370,71;102,15;;;;;;;
29/03/2016;372,10;102,42;;;;;;;
30/03/2016;374,29;103,37;;;;;;;
31/03/2016;375,13;104,09;;;;;;;
01/04/2016;374,44;104,91;;;;;;;
04/04/2016;375,33;104,17;;;;;;;
05/04/2016;375,54;102,33;;;;;;;
06/04/2016;379,93;104,15;;;;;;;
07/04/2016;382,16;103,59;;;;;;;
08/04/2016;379,46;105,32;;;;;;;
11/04/2016;376,72;107,76;;;;;;;
12/04/2016;379,38;107,99;;;;;;;
13/04/2016;378,33;108,40;;;;;;;
14/04/2016;376,52;108,13;;;;;;;
15/04/2016;378,93;107,83;;;;;;;
18/04/2016;379,71;105,36;;;;;;;
19/04/2016;379,75;107,43;;;;;;;
20/04/2016;379,31;107,45;;;;;;;
22/04/2016;382,25;106,98;;;;;;;
25/04/2016;381,79;107,55;;;;;;;
26/04/2016;382,40;108,54;;;;;;;
27/04/2016;381,80;108,40;;;;;;;
28/04/2016;381,63;109,16;;;;;;;
29/04/2016;381,25;110,86;;;;;;;
02/05/2016;379,71;108,77;;;;;;;
03/05/2016;378,80;106,26;;;;;;;
04/05/2016;383,70;108,58;;;;;;;
05/05/2016;384,20;108,35;;;;;;;
06/05/2016;383,80;109,72;;;;;;;
09/05/2016;386,37;109,58;;;;;;;
10/05/2016;386,50;111,38;;;;;;;
11/05/2016;388,93;112,86;;;;;;;
12/05/2016;390,20;112,45;;;;;;;
13/05/2016;389,06;110,50;;;;;;;
16/05/2016;389,71;111,47;;;;;;;
17/05/2016;389,36;111,63;;;;;;;
18/05/2016;386,96;108,70;;;;;;;
19/05/2016;388,20;108,77;;;;;;;
20/05/2016;388,53;109,76;;;;;;;
23/05/2016;386,86;108,03;;;;;;;
24/05/2016;385,55;107,66;;;;;;;
25/05/2016;387,70;107,78;;;;;;;
27/05/2016;388,09;107,62;;;;;;;
30/05/2016;390,03;109,10;;;;;;;
31/05/2016;388,79;107,46;;;;;;;
01/06/2016;389,45;108,39;;;;;;;
02/06/2016;387,94;108,24;;;;;;;
03/06/2016;387,42;109,85;;;;;;;
06/06/2016;387,45;110,92;;;;;;;
07/06/2016;389,31;112,88;;;;;;;
08/06/2016;389,54;115,56;;;;;;;
09/06/2016;390,16;114,89;;;;;;;
10/06/2016;389,54;113,64;;;;;;;
13/06/2016;389,71;112,02;;;;;;;
14/06/2016;390,70;111,95;;;;;;;
15/06/2016;389,21;112,36;;;;;;;
16/06/2016;389,52;112,28;;;;;;;
17/06/2016;389,70;113,88;;;;;;;
20/06/2016;392,88;115,65;;;;;;;
21/06/2016;389,71;114,59;;;;;;;
22/06/2016;393,80;116,65;;;;;;;
23/06/2016;395,26;118,02;;;;;;;
24/06/2016;392,47;116,32;;;;;;;
27/06/2016;395,19;116,34;;;;;;;
28/06/2016;395,19;119,65;;;;;;;
29/06/2016;397,58;122,86;;;;;;;
30/06/2016;399,25;124,22;;;;;;;
01/07/2016;399,52;123,65;;;;;;;
04/07/2016;399,69;122,45;;;;;;;
05/07/2016;400,27;121,26;;;;;;;
06/07/2016;400,19;119,96;;;;;;;
07/07/2016;404,23;120,38;;;;;;;
08/07/2016;404,70;123,08;;;;;;;
11/07/2016;404,41;122,22;;;;;;;
12/07/2016;408,02;124,06;;;;;;;
13/07/2016;408,68;124,67;;;;;;;
14/07/2016;409,52;125,93;;;;;;;
15/07/2016;412,41;126,82;;;;;;;
18/07/2016;411,06;126,52;;;;;;;
19/07/2016;412,39;126,62;;;;;;;
20/07/2016;413,77;127,35;;;;;;;
21/07/2016;414,18;126,12;;;;;;;
22/07/2016;414,95;127,29;;;;;;;
25/07/2016;414,93;126,12;;;;;;;
26/07/2016;417,01;127,49;;;;;;;
27/07/2016;418,58;128,20;;;;;;;
28/07/2016;420,46;127,68;;;;;;;
29/07/2016;420,84;129,93;;;;;;;
01/08/2016;419,95;128,35;;;;;;;
02/08/2016;421,49;128,98;;;;;;;
03/08/2016;421,26;130,10;;;;;;;
04/08/2016;421,51;131,76;;;;;;;
05/08/2016;421,25;133,10;;;;;;;
08/08/2016;421,83;133,28;;;;;;;
09/08/2016;421,24;134,28;;;;;;;
10/08/2016;421,91;135,10;;;;;;;
11/08/2016;423,93;135,10;;;;;;;
12/08/2016;422,39;132,54;;;;;;;
15/08/2016;423,16;133,03;;;;;;;
16/08/2016;423,66;133,02;;;;;;;
17/08/2016;423,22;131,84;;;;;;;
18/08/2016;423,83;130,85;;;;;;;
19/08/2016;425,57;132,58;;;;;;;
22/08/2016;424,15;132,42;;;;;;;
23/08/2016;424,23;131,26;;;;;;;
24/08/2016;422,99;131,20;;;;;;;
25/08/2016;426,15;132,02;;;;;;;
26/08/2016;422,66;129,25;;;;;;;
29/08/2016;424,65;131,35;;;;;;;
30/08/2016;423,02;130,36;;;;;;;
31/08/2016;422,11;130,97;;;;;;;
01/09/2016;422,95;130,22;;;;;;;
02/09/2016;424,93;130,79;;;;;;;
05/09/2016;424,95;129,64;;;;;;;
06/09/2016;426,65;132,95;;;;;;;
08/09/2016;424,40;132,17;;;;;;;
09/09/2016;429,40;131,07;;;;;;;
12/09/2016;429,92;132,49;;;;;;;
13/09/2016;428,15;129,15;;;;;;;
14/09/2016;428,65;128,41;;;;;;;
15/09/2016;430,95;130,35;;;;;;;
16/09/2016;434,65;133,16;;;;;;;
19/09/2016;435,55;133,11;;;;;;;
20/09/2016;438,53;134,85;;;;;;;
21/09/2016;440,47;137,09;;;;;;;
22/09/2016;443,14;137,66;;;;;;;
23/09/2016;447,13;138,13;;;;;;;
26/09/2016;444,14;136,83;;;;;;;
27/09/2016;451,30;139,76;;;;;;;
28/09/2016;452,61;140,34;;;;;;;
29/09/2016;456,29;140,10;;;;;;;
30/09/2016;459,63;141,38;;;;;;;
03/10/2016;458,12;143,16;;;;;;;
04/10/2016;461,26;141,71;;;;;;;
05/10/2016;467,12;145,02;;;;;;;
06/10/2016;468,37;145,28;;;;;;;
07/10/2016;473,37;147,24;;;;;;;
10/10/2016;473,51;147,79;;;;;;;
11/10/2016;483,24;151,11;;;;;;;
13/10/2016;487,93;153,49;;;;;;;
14/10/2016;495,10;154,57;;;;;;;
17/10/2016;499,10;155,77;;;;;;;
18/10/2016;507,09;159,41;;;;;;;
19/10/2016;512,36;161,63;;;;;;;
20/10/2016;518,58;165,26;;;;;;;
21/10/2016;522,91;165,22;;;;;;;
24/10/2016;526,07;168,67;;;;;;;
25/10/2016;529,11;170,24;;;;;;;
26/10/2016;531,57;169,13;;;;;;;
27/10/2016;533,21;169,11;;;;;;;
28/10/2016;534,57;167,21;;;;;;;
31/10/2016;538,93;169,21;;;;;;;
01/11/2016;536,83;165,69;;;;;;;
03/11/2016;540,06;166,89;;;;;;;
04/11/2016;546,37;169,68;;;;;;;
07/11/2016;546,33;170,46;;;;;;;
08/11/2016;544,51;171,66;;;;;;;
09/11/2016;545,87;169,84;;;;;;;
10/11/2016;547,63;162,84;;;;;;;
11/11/2016;550,63;161,57;;;;;;;
14/11/2016;552,28;160,50;;;;;;;
16/11/2016;550,89;160,70;;;;;;;
17/11/2016;549,11;160,61;;;;;;;
18/11/2016;536,36;158,64;;;;;;;
21/11/2016;519,53;154,99;;;;;;;
22/11/2016;511,54;152,33;;;;;;;
23/11/2016;484,56;142,98;;;;;;;
24/11/2016;469,90;138,65;;;;;;;
25/11/2016;470,15;137,75;;;;;;;
28/11/2016;473,37;139,93;;;;;;;
29/11/2016;473,03;139,25;;;;;;;
30/11/2016;477,34;140,97;;;;;;;
01/12/2016;475,75;137,06;;;;;;;
02/12/2016;478,50;138,13;;;;;;;
05/12/2016;477,14;139,19;;;;;;;
06/12/2016;481,90;141,44;;;;;;;
07/12/2016;483,15;141,56;;;;;;;
08/12/2016;489,56;144,67;;;;;;;
09/12/2016;489,13;145,27;;;;;;;
12/12/2016;491,06;146,76;;;;;;;
13/12/2016;490,47;147,55;;;;;;;
14/12/2016;490,41;146,79;;;;;;;
15/12/2016;491,25;145,64;;;;;;;
16/12/2016;486,46;143,46;;;;;;;
19/12/2016;486,81;144,37;;;;;;;
20/12/2016;486,78;145,44;;;;;;;
21/12/2016;490,69;147,44;;;;;;;
22/12/2016;490,14;148,66;;;;;;;
23/12/2016;491,01;150,11;;;;;;;
26/12/2016;493,15;150,53;;;;;;;
27/12/2016;490,83;149,83;;;;;;;
28/12/2016;492,44;150,04;;;;;;;
29/12/2016;493,13;151,78;;;;;;;
02/01/2017;490,67;149,37;;;;;;;
03/01/2017;491,84;151,01;;;;;;;
04/01/2017;493,44;153,15;;;;;;;
05/01/2017;493,55;154,33;;;;;;;
06/01/2017;498,66;154,77;;;;;;;
09/01/2017;499,12;156,22;;;;;;;
10/01/2017;499,57;156,41;;;;;;;
11/01/2017;499,12;156,76;;;;;;;
12/01/2017;501,84;158,26;;;;;;;
13/01/2017;504,54;157,03;;;;;;;
16/01/2017;506,21;156,43;;;;;;;
17/01/2017;508,29;158,35;;;;;;;
18/01/2017;508,32;157,91;;;;;;;
19/01/2017;507,04;158,60;;;;;;;
20/01/2017;502,05;157,98;;;;;;;
23/01/2017;491,22;155,11;;;;;;;
24/01/2017;491,06;154,96;;;;;;;
25/01/2017;489,14;154,35;;;;;;;
26/01/2017;481,84;151,57;;;;;;;
27/01/2017;482,07;152,89;;;;;;;
30/01/2017;480,68;154,21;;;;;;;
31/01/2017;474,08;150,64;;;;;;;
01/02/2017;471,58;149,76;;;;;;;
02/02/2017;468,47;150,25;;;;;;;
03/02/2017;467,92;150,26;;;;;;;
06/02/2017;464,70;148,75;;;;;;;
07/02/2017;459,73;147,26;;;;;;;
08/02/2017;456,82;146,60;;;;;;;
09/02/2017;461,26;147,37;;;;;;;
10/02/2017;456,27;146,85;;;;;;;
13/02/2017;458,97;147,53;;;;;;;
14/02/2017;454,60;146,79;;;;;;;
15/02/2017;443,61;144,69;;;;;;;
16/02/2017;439,16;142,72;;;;;;;
17/02/2017;433,51;140,20;;;;;;;
20/02/2017;430,73;139,62;;;;;;;
21/02/2017;431,62;139,77;;;;;;;
22/02/2017;432,12;140,80;;;;;;;
23/02/2017;433,71;141,74;;;;;;;
24/02/2017;434,06;139,57;;;;;;;
01/03/2017;429,62;138,86;;;;;;;
02/03/2017;433,12;137,63;;;;;;;
03/03/2017;434,05;139,34;;;;;;;
06/03/2017;437,60;140,03;;;;;;;
07/03/2017;438,77;140,86;;;;;;;
08/03/2017;441,42;139,65;;;;;;;
09/03/2017;441,52;138,28;;;;;;;
10/03/2017;443,49;141,24;;;;;;;
13/03/2017;446,26;141,58;;;;;;;
14/03/2017;447,32;140,84;;;;;;;
15/03/2017;447,93;143,84;;;;;;;
16/03/2017;450,96;144,58;;;;;;;
17/03/2017;451,68;145,75;;;;;;;
20/03/2017;452,78;147,53;;;;;;;
21/03/2017;450,60;146,11;;;;;;;
22/03/2017;453,23;146,44;;;;;;;
23/03/2017;453,69;144,67;;;;;;;
24/03/2017;454,10;146,15;;;;;;;
27/03/2017;450,96;144,03;;;;;;;
28/03/2017;448,24;142,71;;;;;;;
29/03/2017;447,33;143,47;;;;;;;
30/03/2017;441,43;140,72;;;;;;;
31/03/2017;438,37;140,19;;;;;;;
03/04/2017;436,89;140,39;;;;;;;
04/04/2017;432,12;139,48;;;;;;;
05/04/2017;426,71;137,47;;;;;;;
06/04/2017;423,13;134,54;;;;;;;
07/04/2017;418,44;132,67;;;;;;;
10/04/2017;417,13;133,06;;;;;;;
11/04/2017;415,05;131,76;;;;;;;
12/04/2017;413,39;131,32;;;;;;;
13/04/2017;414,64;131,84;;;;;;;
17/04/2017;411,45;132,60;;;;;;;
18/04/2017;407,82;130,71;;;;;;;
19/04/2017;410,89;130,86;;;;;;;
20/04/2017;409,64;129,84;;;;;;;
24/04/2017;394,42;125,93;;;;;;;
25/04/2017;390,11;123,76;;;;;;;
26/04/2017;392,98;123,77;;;;;;;
27/04/2017;397,83;125,30;;;;;;;
28/04/2017;391,10;123,26;;;;;;;
02/05/2017;398,41;126,32;;;;;;;
03/05/2017;395,77;125,40;;;;;;;
04/05/2017;400,09;125,62;;;;;;;
05/05/2017;399,10;125,74;;;;;;;
08/05/2017;404,65;126,57;;;;;;;
09/05/2017;407,11;127,90;;;;;;;
10/05/2017;403,21;127,40;;;;;;;
11/05/2017;406,22;128,88;;;;;;;
12/05/2017;406,90;130,17;;;;;;;
15/05/2017;407,34;131,06;;;;;;;
16/05/2017;404,98;130,72;;;;;;;
17/05/2017;405,87;130,04;;;;;;;
18/05/2017;409,14;120,98;;;;;;;
19/05/2017;412,08;126,40;;;;;;;
22/05/2017;413,65;126,15;;;;;;;
23/05/2017;410,06;125,67;;;;;;;
24/05/2017;411,56;125,51;;;;;;;
25/05/2017;413,79;125,81;;;;;;;
26/05/2017;419,18;128,31;;;;;;;
29/05/2017;418,19;127,89;;;;;;;
30/05/2017;421,34;129,16;;;;;;;
31/05/2017;425,32;131,39;;;;;;;
01/06/2017;424,96;130,84;;;;;;;
02/06/2017;427,74;131,57;;;;;;;
05/06/2017;427,55;130,03;;;;;;;
06/06/2017;428,64;130,72;;;;;;;
07/06/2017;425,97;129,99;;;;;;;
08/06/2017;426,54;130,72;;;;;;;
09/06/2017;419,56;127,84;;;;;;;
12/06/2017;422,09;127,40;;;;;;;
13/06/2017;418,55;126,64;;;;;;;
14/06/2017;416,64;126,68;;;;;;;
16/06/2017;415,18;126,27;;;;;;;
19/06/2017;417,46;126,93;;;;;;;
20/06/2017;409,97;122,97;;;;;;;
21/06/2017;407,64;122,41;;;;;;;
22/06/2017;399,87;120,01;;;;;;;
23/06/2017;401,27;120,18;;;;;;;
26/06/2017;402,48;121,93;;;;;;;
27/06/2017;402,64;121,35;;;;;;;
28/06/2017;402,92;122,65;;;;;;;
29/06/2017;409,36;123,93;;;;;;;
30/06/2017;407,17;122,94;;;;;;;
03/07/2017;411,78;124,78;;;;;;;
04/07/2017;415,45;125,59;;;;;;;
05/07/2017;412,74;125,30;;;;;;;
06/07/2017;415,80;126,04;;;;;;;
07/07/2017;412,06;125,47;;;;;;;
10/07/2017;407,92;125,13;;;;;;;
11/07/2017;406,83;125,03;;;;;;;
12/07/2017;408,19;127,32;;;;;;;
13/07/2017;408,39;127,15;;;;;;;
14/07/2017;410,11;128,93;;;;;;;
17/07/2017;409,81;128,79;;;;;;;
18/07/2017;410,06;129,97;;;;;;;
19/07/2017;411,48;130,79;;;;;;;
